,batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
177582,Rajasthan Royals,Chennai Super Kings,Abu Dhabi,176,117,1,190,28.0,9.03,1
177583,Rajasthan Royals,Chennai Super Kings,Abu Dhabi,174,116,0,190,24.0,9.0,1
177811,Delhi Capitals,Mumbai Indians,Sharjah,130,125,9,130,-0.0,6.24,1
177817,Delhi Capitals,Mumbai Indians,Sharjah,123,119,3,130,42.0,6.2,1
177818,Delhi Capitals,Mumbai Indians,Sharjah,122,118,2,130,24.0,6.2,1
177819,Delhi Capitals,Mumbai Indians,Sharjah,116,117,1,130,28.0,5.95,1
177820,Delhi Capitals,Mumbai Indians,Sharjah,116,116,0,130,21.0,6.0,1
178061,Punjab Kings,Royal Challengers Bangalore,Sharjah,161,119,3,165,24.0,8.12,0
178062,Punjab Kings,Royal Challengers Bangalore,Sharjah,161,118,2,165,12.0,8.19,0
178063,Punjab Kings,Royal Challengers Bangalore,Sharjah,161,117,1,165,8.0,8.26,0
178064,Punjab Kings,Royal Challengers Bangalore,Sharjah,160,116,0,165,7.5,8.28,0
178302,Kolkata Knight Riders,Sunrisers Hyderabad,Dubai,116,125,9,116,-0.0,5.57,1
178308,Kolkata Knight Riders,Sunrisers Hyderabad,Dubai,113,119,3,116,18.0,5.7,1
178309,Kolkata Knight Riders,Sunrisers Hyderabad,Dubai,109,118,2,116,21.0,5.54,1
178310,Kolkata Knight Riders,Sunrisers Hyderabad,Dubai,109,117,1,116,14.0,5.59,1
178311,Kolkata Knight Riders,Sunrisers Hyderabad,Dubai,109,116,0,116,10.5,5.64,1
178548,Delhi Capitals,Chennai Super Kings,Dubai,137,125,9,137,-0.0,6.58,1
178554,Delhi Capitals,Chennai Super Kings,Dubai,129,119,3,137,48.0,6.5,1
178555,Delhi Capitals,Chennai Super Kings,Dubai,129,119,2,137,48.0,6.5,1
178556,Delhi Capitals,Chennai Super Kings,Dubai,125,118,1,137,36.0,6.36,1
178557,Delhi Capitals,Chennai Super Kings,Dubai,125,117,0,137,24.0,6.41,1
178795,Mumbai Indians,Rajasthan Royals,Sharjah,91,125,9,91,-0.0,4.37,1
178796,Mumbai Indians,Rajasthan Royals,Sharjah,91,124,8,91,-0.0,4.4,1
178801,Mumbai Indians,Rajasthan Royals,Sharjah,77,119,3,91,84.0,3.88,1
178802,Mumbai Indians,Rajasthan Royals,Sharjah,77,118,2,91,42.0,3.92,1
178803,Mumbai Indians,Rajasthan Royals,Sharjah,77,117,1,91,28.0,3.95,1
178804,Mumbai Indians,Rajasthan Royals,Sharjah,77,116,0,91,21.0,3.98,1
178978,Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,136,119,3,142,36.0,6.86,0
178979,Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,132,118,2,142,30.0,6.71,0
178980,Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,132,117,1,142,20.0,6.77,0
178981,Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,130,116,0,142,18.0,6.72,0
179227,Punjab Kings,Chennai Super Kings,Dubai,124,119,3,135,66.0,6.25,1
179228,Punjab Kings,Chennai Super Kings,Dubai,124,119,2,135,66.0,6.25,1
179229,Punjab Kings,Chennai Super Kings,Dubai,123,118,1,135,36.0,6.25,1
179230,Punjab Kings,Chennai Super Kings,Dubai,123,117,0,135,24.0,6.31,1
179431,Rajasthan Royals,Kolkata Knight Riders,Sharjah,172,125,9,172,-0.0,8.26,0
179432,Rajasthan Royals,Kolkata Knight Riders,Sharjah,172,124,8,172,-0.0,8.32,0
179433,Rajasthan Royals,Kolkata Knight Riders,Sharjah,172,123,7,172,-0.0,8.39,0
179434,Rajasthan Royals,Kolkata Knight Riders,Sharjah,172,122,6,172,-0.0,8.46,0
179435,Rajasthan Royals,Kolkata Knight Riders,Sharjah,172,121,5,172,-0.0,8.53,0
179437,Rajasthan Royals,Kolkata Knight Riders,Sharjah,171,119,3,172,6.0,8.62,0
179438,Rajasthan Royals,Kolkata Knight Riders,Sharjah,169,118,2,172,9.0,8.59,0
179439,Rajasthan Royals,Kolkata Knight Riders,Sharjah,169,117,1,172,6.0,8.67,0
179440,Rajasthan Royals,Kolkata Knight Riders,Sharjah,169,116,0,172,4.5,8.74,0
179653,Sunrisers Hyderabad,Mumbai Indians,Abu Dhabi,236,125,9,236,-0.0,11.33,0
179654,Sunrisers Hyderabad,Mumbai Indians,Abu Dhabi,236,124,8,236,-0.0,11.42,0
179659,Sunrisers Hyderabad,Mumbai Indians,Abu Dhabi,230,119,3,236,36.0,11.6,0
179660,Sunrisers Hyderabad,Mumbai Indians,Abu Dhabi,229,118,2,236,21.0,11.64,0
179661,Sunrisers Hyderabad,Mumbai Indians,Abu Dhabi,225,117,1,236,22.0,11.54,0
179662,Sunrisers Hyderabad,Mumbai Indians,Abu Dhabi,225,116,0,236,16.5,11.64,0
179909,Royal Challengers Bangalore,Delhi Capitals,Dubai,161,119,3,165,24.0,8.12,1
179910,Royal Challengers Bangalore,Delhi Capitals,Dubai,160,118,2,165,15.0,8.14,1
179911,Royal Challengers Bangalore,Delhi Capitals,Dubai,160,117,1,165,10.0,8.21,1
179912,Royal Challengers Bangalore,Delhi Capitals,Dubai,160,116,0,165,7.5,8.28,1
180160,Chennai Super Kings,Delhi Capitals,Dubai,164,119,3,173,54.0,8.27,1
180161,Chennai Super Kings,Delhi Capitals,Dubai,160,118,2,173,39.0,8.14,1
180162,Chennai Super Kings,Delhi Capitals,Dubai,160,117,1,173,26.0,8.21,1
180163,Chennai Super Kings,Delhi Capitals,Dubai,159,116,0,173,21.0,8.22,1
180407,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,131,119,3,139,48.0,6.61,1
180408,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,130,118,2,139,27.0,6.61,1
180409,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,129,117,1,139,20.0,6.62,1
180410,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,129,116,0,139,15.0,6.67,1
180652,Kolkata Knight Riders,Delhi Capitals,Sharjah,129,119,3,136,42.0,6.5,1
180653,Kolkata Knight Riders,Delhi Capitals,Sharjah,128,118,2,136,24.0,6.51,1
180654,Kolkata Knight Riders,Delhi Capitals,Sharjah,124,117,1,136,24.0,6.36,1
180655,Kolkata Knight Riders,Delhi Capitals,Sharjah,123,116,0,136,19.5,6.36,1
180900,Kolkata Knight Riders,Chennai Super Kings,Dubai,187,119,3,193,36.0,9.43,0
180901,Kolkata Knight Riders,Chennai Super Kings,Dubai,186,119,2,193,42.0,9.38,0
180902,Kolkata Knight Riders,Chennai Super Kings,Dubai,186,118,1,193,21.0,9.46,0
180903,Kolkata Knight Riders,Chennai Super Kings,Dubai,186,117,0,193,14.0,9.54,0
181149,Kolkata Knight Riders,Chennai Super Kings,Mumbai,132,125,9,132,-0.0,6.34,1
181150,Kolkata Knight Riders,Chennai Super Kings,Mumbai,132,124,8,132,-0.0,6.39,1
181151,Kolkata Knight Riders,Chennai Super Kings,Mumbai,132,123,7,132,-0.0,6.44,1
181155,Kolkata Knight Riders,Chennai Super Kings,Mumbai,124,119,3,132,48.0,6.25,1
181156,Kolkata Knight Riders,Chennai Super Kings,Mumbai,124,118,2,132,24.0,6.31,1
181157,Kolkata Knight Riders,Chennai Super Kings,Mumbai,124,117,1,132,16.0,6.36,1
181158,Kolkata Knight Riders,Chennai Super Kings,Mumbai,124,116,0,132,12.0,6.41,1
181382,Delhi Capitals,Mumbai Indians,Mumbai,178,125,9,178,-0.0,8.54,1
181383,Delhi Capitals,Mumbai Indians,Mumbai,178,124,8,178,-0.0,8.61,1
181388,Delhi Capitals,Mumbai Indians,Mumbai,167,119,3,178,66.0,8.42,1
181389,Delhi Capitals,Mumbai Indians,Mumbai,166,118,2,178,36.0,8.44,1
181390,Delhi Capitals,Mumbai Indians,Mumbai,166,119,1,178,72.0,8.37,1
181391,Delhi Capitals,Mumbai Indians,Mumbai,166,118,0,178,36.0,8.44,1
181632,Punjab Kings,Royal Challengers Bangalore,Mumbai,199,119,3,206,42.0,10.03,1
181633,Punjab Kings,Royal Challengers Bangalore,Mumbai,199,118,2,206,21.0,10.12,1
181634,Punjab Kings,Royal Challengers Bangalore,Mumbai,194,117,1,206,24.0,9.95,1
181635,Punjab Kings,Royal Challengers Bangalore,Mumbai,194,116,0,206,18.0,10.03,1
181882,Gujarat Titans,Lucknow Super Giants,Mumbai,152,119,3,159,42.0,7.66,1
181883,Gujarat Titans,Lucknow Super Giants,Mumbai,151,119,2,159,48.0,7.61,1
181884,Gujarat Titans,Lucknow Super Giants,Mumbai,150,118,1,159,27.0,7.63,1
181885,Gujarat Titans,Lucknow Super Giants,Mumbai,149,117,0,159,20.0,7.64,1
182127,Sunrisers Hyderabad,Rajasthan Royals,Pune,211,125,9,211,-0.0,10.13,0
182128,Sunrisers Hyderabad,Rajasthan Royals,Pune,211,124,8,211,-0.0,10.21,0
182133,Sunrisers Hyderabad,Rajasthan Royals,Pune,209,119,3,211,12.0,10.54,0
182134,Sunrisers Hyderabad,Rajasthan Royals,Pune,209,118,2,211,6.0,10.63,0
182135,Sunrisers Hyderabad,Rajasthan Royals,Pune,208,117,1,211,6.0,10.67,0
182136,Sunrisers Hyderabad,Rajasthan Royals,Pune,208,116,0,211,4.5,10.76,0
182373,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,119,119,3,129,60.0,6.0,1
182374,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,119,118,2,129,30.0,6.05,1
182375,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,116,117,1,129,26.0,5.95,1
182376,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,116,116,0,129,19.5,6.0,1
182611,Lucknow Super Giants,Chennai Super Kings,Mumbai,211,125,9,211,-0.0,10.13,1
182612,Lucknow Super Giants,Chennai Super Kings,Mumbai,211,124,8,211,-0.0,10.21,1
182617,Lucknow Super Giants,Chennai Super Kings,Mumbai,209,119,3,211,12.0,10.54,1
182618,Lucknow Super Giants,Chennai Super Kings,Mumbai,209,118,2,211,6.0,10.63,1
182619,Lucknow Super Giants,Chennai Super Kings,Mumbai,205,117,1,211,12.0,10.51,1
182620,Lucknow Super Giants,Chennai Super Kings,Mumbai,204,116,0,211,10.5,10.55,1
182858,Kolkata Knight Riders,Punjab Kings,Mumbai,138,125,9,138,-0.0,6.62,1
182864,Kolkata Knight Riders,Punjab Kings,Mumbai,129,119,3,138,54.0,6.5,1
182865,Kolkata Knight Riders,Punjab Kings,Mumbai,129,118,2,138,27.0,6.56,1
182866,Kolkata Knight Riders,Punjab Kings,Mumbai,125,117,1,138,26.0,6.41,1
182867,Kolkata Knight Riders,Punjab Kings,Mumbai,124,116,0,138,21.0,6.41,1
183076,Mumbai Indians,Rajasthan Royals,Mumbai,194,125,9,194,-0.0,9.31,0
183077,Mumbai Indians,Rajasthan Royals,Mumbai,194,124,8,194,-0.0,9.39,0
183082,Mumbai Indians,Rajasthan Royals,Mumbai,188,119,3,194,36.0,9.48,0
183083,Mumbai Indians,Rajasthan Royals,Mumbai,182,118,2,194,36.0,9.25,0
183084,Mumbai Indians,Rajasthan Royals,Mumbai,181,117,1,194,26.0,9.28,0
183085,Mumbai Indians,Rajasthan Royals,Mumbai,179,116,0,194,22.5,9.26,0
183336,Delhi Capitals,Gujarat Titans,Pune,164,119,3,172,48.0,8.27,0
183337,Delhi Capitals,Gujarat Titans,Pune,164,118,2,172,24.0,8.34,0
183338,Delhi Capitals,Gujarat Titans,Pune,163,117,1,172,18.0,8.36,0
183339,Delhi Capitals,Gujarat Titans,Pune,162,116,0,172,15.0,8.38,0
183586,Chennai Super Kings,Punjab Kings,Mumbai,181,125,9,181,-0.0,8.69,0
183592,Chennai Super Kings,Punjab Kings,Mumbai,176,119,3,181,30.0,8.87,0
183593,Chennai Super Kings,Punjab Kings,Mumbai,176,118,2,181,15.0,8.95,0
183594,Chennai Super Kings,Punjab Kings,Mumbai,172,117,1,181,18.0,8.82,0
183595,Chennai Super Kings,Punjab Kings,Mumbai,171,116,0,181,15.0,8.84,0
183825,Sunrisers Hyderabad,Lucknow Super Giants,Mumbai,163,119,3,170,42.0,8.22,0
183826,Sunrisers Hyderabad,Lucknow Super Giants,Mumbai,162,118,2,170,24.0,8.24,0
183827,Sunrisers Hyderabad,Lucknow Super Giants,Mumbai,162,117,1,170,16.0,8.31,0
183828,Sunrisers Hyderabad,Lucknow Super Giants,Mumbai,161,116,0,170,13.5,8.33,0
184076,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,167,119,3,170,18.0,8.42,1
184077,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,167,118,2,170,9.0,8.49,1
184078,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,166,117,1,170,8.0,8.51,1
184079,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,166,116,0,170,6.0,8.59,1
184313,Kolkata Knight Riders,Mumbai Indians,Pune,162,125,9,162,-0.0,7.78,1
184319,Kolkata Knight Riders,Mumbai Indians,Pune,158,119,3,162,24.0,7.97,1
184320,Kolkata Knight Riders,Mumbai Indians,Pune,157,118,2,162,15.0,7.98,1
184321,Kolkata Knight Riders,Mumbai Indians,Pune,155,117,1,162,14.0,7.95,1
184322,Kolkata Knight Riders,Mumbai Indians,Pune,155,116,0,162,10.5,8.02,1
184534,Lucknow Super Giants,Delhi Capitals,Mumbai,150,125,9,150,-0.0,7.2,1
184540,Lucknow Super Giants,Delhi Capitals,Mumbai,145,119,3,150,30.0,7.31,1
184541,Lucknow Super Giants,Delhi Capitals,Mumbai,145,119,2,150,30.0,7.31,1
184542,Lucknow Super Giants,Delhi Capitals,Mumbai,145,118,1,150,15.0,7.37,1
184543,Lucknow Super Giants,Delhi Capitals,Mumbai,144,117,0,150,12.0,7.38,1
184785,Gujarat Titans,Punjab Kings,Mumbai,179,119,3,190,66.0,9.03,1
184786,Gujarat Titans,Punjab Kings,Mumbai,175,118,2,190,45.0,8.9,1
184787,Gujarat Titans,Punjab Kings,Mumbai,175,117,1,190,30.0,8.97,1
184788,Gujarat Titans,Punjab Kings,Mumbai,171,116,0,190,28.5,8.84,1
185034,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,154,119,3,155,6.0,7.76,1
185035,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,153,118,2,155,6.0,7.78,1
185036,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,153,117,1,155,4.0,7.85,1
185037,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,149,116,0,155,9.0,7.71,1
185260,Royal Challengers Bangalore,Mumbai Indians,Pune,152,125,9,152,-0.0,7.3,1
185261,Royal Challengers Bangalore,Mumbai Indians,Pune,152,124,8,152,-0.0,7.35,1
185262,Royal Challengers Bangalore,Mumbai Indians,Pune,152,123,7,152,-0.0,7.41,1
185266,Royal Challengers Bangalore,Mumbai Indians,Pune,150,119,3,152,12.0,7.56,1
185267,Royal Challengers Bangalore,Mumbai Indians,Pune,150,118,2,152,6.0,7.63,1
185268,Royal Challengers Bangalore,Mumbai Indians,Pune,150,117,1,152,4.0,7.69,1
185269,Royal Challengers Bangalore,Mumbai Indians,Pune,144,116,0,152,12.0,7.45,1
185499,Kolkata Knight Riders,Delhi Capitals,Mumbai,216,125,9,216,-0.0,10.37,0
185500,Kolkata Knight Riders,Delhi Capitals,Mumbai,216,124,8,216,-0.0,10.45,0
185501,Kolkata Knight Riders,Delhi Capitals,Mumbai,216,123,7,216,-0.0,10.54,0
185502,Kolkata Knight Riders,Delhi Capitals,Mumbai,216,122,6,216,-0.0,10.62,0
185505,Kolkata Knight Riders,Delhi Capitals,Mumbai,214,119,3,216,12.0,10.79,0
185506,Kolkata Knight Riders,Delhi Capitals,Mumbai,214,118,2,216,6.0,10.88,0
185507,Kolkata Knight Riders,Delhi Capitals,Mumbai,208,117,1,216,16.0,10.67,0
185508,Kolkata Knight Riders,Delhi Capitals,Mumbai,202,116,0,216,21.0,10.45,0
185746,Lucknow Super Giants,Rajasthan Royals,Mumbai,166,125,9,166,-0.0,7.97,0
185752,Lucknow Super Giants,Rajasthan Royals,Mumbai,161,119,3,166,30.0,8.12,0
185753,Lucknow Super Giants,Rajasthan Royals,Mumbai,161,119,2,166,30.0,8.12,0
185754,Lucknow Super Giants,Rajasthan Royals,Mumbai,160,118,1,166,18.0,8.14,0
185755,Lucknow Super Giants,Rajasthan Royals,Mumbai,160,117,0,166,12.0,8.21,0
186004,Sunrisers Hyderabad,Gujarat Titans,Mumbai,159,119,3,163,24.0,8.02,1
186005,Sunrisers Hyderabad,Gujarat Titans,Mumbai,159,118,2,163,12.0,8.08,1
186006,Sunrisers Hyderabad,Gujarat Titans,Mumbai,159,117,1,163,8.0,8.15,1
186007,Sunrisers Hyderabad,Gujarat Titans,Mumbai,159,116,0,163,6.0,8.22,1
186243,Royal Challengers Bangalore,Chennai Super Kings,Mumbai,217,125,9,217,-0.0,10.42,0
186249,Royal Challengers Bangalore,Chennai Super Kings,Mumbai,216,119,3,217,6.0,10.89,0
186250,Royal Challengers Bangalore,Chennai Super Kings,Mumbai,213,118,2,217,12.0,10.83,0
186251,Royal Challengers Bangalore,Chennai Super Kings,Mumbai,212,117,1,217,10.0,10.87,0
186252,Royal Challengers Bangalore,Chennai Super Kings,Mumbai,209,116,0,217,12.0,10.81,0
186505,Mumbai Indians,Punjab Kings,Pune,186,119,3,199,78.0,9.38,0
186506,Mumbai Indians,Punjab Kings,Pune,182,118,2,199,51.0,9.25,0
186507,Mumbai Indians,Punjab Kings,Pune,182,117,1,199,34.0,9.33,0
186508,Mumbai Indians,Punjab Kings,Pune,178,116,0,199,31.5,9.21,0
186748,Rajasthan Royals,Gujarat Titans,Mumbai,193,125,9,193,-0.0,9.26,0
186754,Rajasthan Royals,Gujarat Titans,Mumbai,176,119,3,193,102.0,8.87,0
186755,Rajasthan Royals,Gujarat Titans,Mumbai,176,118,2,193,51.0,8.95,0
186756,Rajasthan Royals,Gujarat Titans,Mumbai,172,117,1,193,42.0,8.82,0
186757,Rajasthan Royals,Gujarat Titans,Mumbai,166,116,0,193,40.5,8.59,0
186993,Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai,176,125,9,176,-0.0,8.45,1
186999,Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai,173,119,3,176,18.0,8.72,1
187000,Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai,173,118,2,176,9.0,8.8,1
187001,Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai,173,117,1,176,6.0,8.87,1
187002,Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai,173,116,0,176,4.5,8.95,1
187234,Mumbai Indians,Lucknow Super Giants,Mumbai,194,119,3,200,36.0,9.78,0
187235,Mumbai Indians,Lucknow Super Giants,Mumbai,193,118,2,200,21.0,9.81,0
187236,Mumbai Indians,Lucknow Super Giants,Mumbai,193,117,1,200,14.0,9.9,0
187237,Mumbai Indians,Lucknow Super Giants,Mumbai,193,116,0,200,10.5,9.98,0
187485,Delhi Capitals,Royal Challengers Bangalore,Mumbai,181,119,3,190,54.0,9.13,0
187486,Delhi Capitals,Royal Challengers Bangalore,Mumbai,179,118,2,190,33.0,9.1,0
187487,Delhi Capitals,Royal Challengers Bangalore,Mumbai,178,117,1,190,24.0,9.13,0
187488,Delhi Capitals,Royal Challengers Bangalore,Mumbai,177,116,0,190,19.5,9.16,0
187735,Sunrisers Hyderabad,Punjab Kings,Mumbai,146,119,3,152,36.0,7.36,1
187736,Sunrisers Hyderabad,Punjab Kings,Mumbai,146,118,2,152,18.0,7.42,1
187737,Sunrisers Hyderabad,Punjab Kings,Mumbai,146,117,1,152,12.0,7.49,1
187738,Sunrisers Hyderabad,Punjab Kings,Mumbai,146,116,0,152,9.0,7.55,1
187970,Gujarat Titans,Chennai Super Kings,Pune,170,125,9,170,-0.0,8.16,1
187971,Gujarat Titans,Chennai Super Kings,Pune,170,124,8,170,-0.0,8.23,1
187972,Gujarat Titans,Chennai Super Kings,Pune,170,123,7,170,-0.0,8.29,1
187973,Gujarat Titans,Chennai Super Kings,Pune,170,122,6,170,-0.0,8.36,1
187976,Gujarat Titans,Chennai Super Kings,Pune,168,119,3,170,12.0,8.47,1
187977,Gujarat Titans,Chennai Super Kings,Pune,168,118,2,170,6.0,8.54,1
187978,Gujarat Titans,Chennai Super Kings,Pune,168,117,1,170,4.0,8.62,1
187979,Gujarat Titans,Chennai Super Kings,Pune,167,116,0,170,4.5,8.64,1
188218,Kolkata Knight Riders,Rajasthan Royals,Mumbai,218,125,9,218,-0.0,10.46,0
188224,Kolkata Knight Riders,Rajasthan Royals,Mumbai,208,119,3,218,60.0,10.49,0
188225,Kolkata Knight Riders,Rajasthan Royals,Mumbai,208,118,2,218,30.0,10.58,0
188226,Kolkata Knight Riders,Rajasthan Royals,Mumbai,207,117,1,218,22.0,10.62,0
188227,Kolkata Knight Riders,Rajasthan Royals,Mumbai,203,116,0,218,22.5,10.5,0
188476,Lucknow Super Giants,Royal Challengers Bangalore,Mumbai,182,125,9,182,-0.0,8.74,0
188482,Lucknow Super Giants,Royal Challengers Bangalore,Mumbai,172,119,3,182,60.0,8.67,0
188483,Lucknow Super Giants,Royal Challengers Bangalore,Mumbai,171,118,2,182,33.0,8.69,0
188484,Lucknow Super Giants,Royal Challengers Bangalore,Mumbai,169,117,1,182,26.0,8.67,0
188485,Lucknow Super Giants,Royal Challengers Bangalore,Mumbai,169,116,0,182,19.5,8.74,0
188730,Delhi Capitals,Punjab Kings,Mumbai,101,119,3,116,90.0,5.09,1
188731,Delhi Capitals,Punjab Kings,Mumbai,101,118,2,116,45.0,5.14,1
188732,Delhi Capitals,Punjab Kings,Mumbai,97,117,1,116,38.0,4.97,1
188733,Delhi Capitals,Punjab Kings,Mumbai,96,116,0,116,30.0,4.97,1
188916,Chennai Super Kings,Mumbai Indians,Navi Mumbai,156,125,9,156,-0.0,7.49,1
188922,Chennai Super Kings,Mumbai Indians,Navi Mumbai,147,119,3,156,54.0,7.41,1
188923,Chennai Super Kings,Mumbai Indians,Navi Mumbai,146,119,2,156,60.0,7.36,1
188924,Chennai Super Kings,Mumbai Indians,Navi Mumbai,145,118,1,156,33.0,7.37,1
188925,Chennai Super Kings,Mumbai Indians,Navi Mumbai,144,117,0,156,24.0,7.38,1
189173,Delhi Capitals,Rajasthan Royals,Mumbai,211,119,3,223,72.0,10.64,0
189174,Delhi Capitals,Rajasthan Royals,Mumbai,211,118,2,223,36.0,10.73,0
189175,Delhi Capitals,Rajasthan Royals,Mumbai,211,117,1,223,24.0,10.82,0
189176,Delhi Capitals,Rajasthan Royals,Mumbai,210,116,0,223,19.5,10.86,0
189422,Kolkata Knight Riders,Gujarat Titans,Navi Mumbai,157,125,9,157,-0.0,7.54,0
189428,Kolkata Knight Riders,Gujarat Titans,Navi Mumbai,152,119,3,157,30.0,7.66,0
189429,Kolkata Knight Riders,Gujarat Titans,Navi Mumbai,148,119,2,157,54.0,7.46,0
189430,Kolkata Knight Riders,Gujarat Titans,Navi Mumbai,148,118,1,157,27.0,7.53,0
189431,Kolkata Knight Riders,Gujarat Titans,Navi Mumbai,147,117,0,157,20.0,7.54,0
189653,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,69,125,9,69,-0.0,3.31,1
189654,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,69,124,8,69,-0.0,3.34,1
189655,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,69,123,7,69,-0.0,3.37,1
189659,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,67,119,3,69,12.0,3.38,1
189660,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,67,119,2,69,12.0,3.38,1
189661,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,67,118,1,69,6.0,3.41,1
189662,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,67,117,0,69,4.0,3.44,1
189827,Mumbai Indians,Lucknow Super Giants,Mumbai,169,125,9,169,-0.0,8.11,0
189833,Mumbai Indians,Lucknow Super Giants,Mumbai,162,119,3,169,42.0,8.17,0
189834,Mumbai Indians,Lucknow Super Giants,Mumbai,158,118,2,169,33.0,8.03,0
189835,Mumbai Indians,Lucknow Super Giants,Mumbai,158,119,1,169,66.0,7.97,0
189836,Mumbai Indians,Lucknow Super Giants,Mumbai,158,118,0,169,33.0,8.03,0
190088,Chennai Super Kings,Punjab Kings,Mumbai,188,125,9,188,-0.0,9.02,0
190094,Chennai Super Kings,Punjab Kings,Mumbai,178,119,3,188,60.0,8.97,0
190095,Chennai Super Kings,Punjab Kings,Mumbai,178,118,2,188,30.0,9.05,0
190096,Chennai Super Kings,Punjab Kings,Mumbai,178,117,1,188,20.0,9.13,0
190097,Chennai Super Kings,Punjab Kings,Mumbai,178,116,0,188,15.0,9.21,0
190337,Royal Challengers Bangalore,Rajasthan Royals,Pune,145,125,9,145,-0.0,6.96,0
190338,Royal Challengers Bangalore,Rajasthan Royals,Pune,145,124,8,145,-0.0,7.02,0
190339,Royal Challengers Bangalore,Rajasthan Royals,Pune,145,123,7,145,-0.0,7.07,0
190343,Royal Challengers Bangalore,Rajasthan Royals,Pune,136,119,3,145,54.0,6.86,0
190344,Royal Challengers Bangalore,Rajasthan Royals,Pune,136,118,2,145,27.0,6.92,0
190345,Royal Challengers Bangalore,Rajasthan Royals,Pune,136,117,1,145,18.0,6.97,0
190346,Royal Challengers Bangalore,Rajasthan Royals,Pune,135,116,0,145,15.0,6.98,0
190586,Gujarat Titans,Sunrisers Hyderabad,Mumbai,196,125,9,196,-0.0,9.41,1
190587,Gujarat Titans,Sunrisers Hyderabad,Mumbai,196,124,8,196,-0.0,9.48,1
190588,Gujarat Titans,Sunrisers Hyderabad,Mumbai,196,123,7,196,-0.0,9.56,1
190592,Gujarat Titans,Sunrisers Hyderabad,Mumbai,193,119,3,196,18.0,9.73,1
190593,Gujarat Titans,Sunrisers Hyderabad,Mumbai,189,118,2,196,21.0,9.61,1
190594,Gujarat Titans,Sunrisers Hyderabad,Mumbai,183,117,1,196,26.0,9.38,1
190595,Gujarat Titans,Sunrisers Hyderabad,Mumbai,182,116,0,196,21.0,9.41,1
190835,Delhi Capitals,Kolkata Knight Riders,Mumbai,147,125,9,147,-0.0,7.06,1
190841,Delhi Capitals,Kolkata Knight Riders,Mumbai,134,119,3,147,78.0,6.76,1
190842,Delhi Capitals,Kolkata Knight Riders,Mumbai,130,118,2,147,51.0,6.61,1
190843,Delhi Capitals,Kolkata Knight Riders,Mumbai,130,117,1,147,34.0,6.67,1
190844,Delhi Capitals,Kolkata Knight Riders,Mumbai,130,116,0,147,25.5,6.72,1
191076,Punjab Kings,Lucknow Super Giants,Pune,154,125,9,154,-0.0,7.39,0
191082,Punjab Kings,Lucknow Super Giants,Pune,150,119,3,154,24.0,7.56,0
191083,Punjab Kings,Lucknow Super Giants,Pune,150,118,2,154,12.0,7.63,0
191084,Punjab Kings,Lucknow Super Giants,Pune,149,117,1,154,10.0,7.64,0
191085,Punjab Kings,Lucknow Super Giants,Pune,149,116,0,154,7.5,7.71,0
191333,Gujarat Titans,Royal Challengers Bangalore,Mumbai,159,119,3,171,72.0,8.02,1
191334,Gujarat Titans,Royal Challengers Bangalore,Mumbai,158,118,2,171,39.0,8.03,1
191335,Gujarat Titans,Royal Challengers Bangalore,Mumbai,157,117,1,171,28.0,8.05,1
191336,Gujarat Titans,Royal Challengers Bangalore,Mumbai,153,116,0,171,27.0,7.91,1
191582,Mumbai Indians,Rajasthan Royals,Navi Mumbai,147,119,3,159,72.0,7.41,1
