,batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
13363,Rajasthan Royals,Chennai Super Kings,Mumbai,164,125,9,164,-0.0,7.87,1
13364,Rajasthan Royals,Chennai Super Kings,Mumbai,164,124,8,164,-0.0,7.94,1
13365,Rajasthan Royals,Chennai Super Kings,Mumbai,164,123,7,164,-0.0,8.0,1
13369,Rajasthan Royals,Chennai Super Kings,Mumbai,162,119,3,164,12.0,8.17,1
13370,Rajasthan Royals,Chennai Super Kings,Mumbai,160,118,2,164,12.0,8.14,1
13371,Rajasthan Royals,Chennai Super Kings,Mumbai,156,117,1,164,16.0,8.0,1
13372,Rajasthan Royals,Chennai Super Kings,Mumbai,155,116,0,164,13.5,8.02,1
13610,Chennai Super Kings,Mumbai Indians,Cape Town,166,125,9,166,-0.0,7.97,0
13611,Chennai Super Kings,Mumbai Indians,Cape Town,166,124,8,166,-0.0,8.03,0
13612,Chennai Super Kings,Mumbai Indians,Cape Town,166,123,7,166,-0.0,8.1,0
13613,Chennai Super Kings,Mumbai Indians,Cape Town,166,122,6,166,-0.0,8.16,0
13614,Chennai Super Kings,Mumbai Indians,Cape Town,166,121,5,166,-0.0,8.23,0
13616,Chennai Super Kings,Mumbai Indians,Cape Town,163,119,3,166,18.0,8.22,0
13617,Chennai Super Kings,Mumbai Indians,Cape Town,163,118,2,166,9.0,8.29,0
13618,Chennai Super Kings,Mumbai Indians,Cape Town,159,117,1,166,14.0,8.15,0
13619,Chennai Super Kings,Mumbai Indians,Cape Town,158,116,0,166,12.0,8.17,0
13855,Rajasthan Royals,Royal Challengers Bangalore,Cape Town,134,125,9,134,-0.0,6.43,0
13856,Rajasthan Royals,Royal Challengers Bangalore,Cape Town,134,124,8,134,-0.0,6.48,0
13861,Rajasthan Royals,Royal Challengers Bangalore,Cape Town,132,119,3,134,12.0,6.66,0
13862,Rajasthan Royals,Royal Challengers Bangalore,Cape Town,132,119,2,134,12.0,6.66,0
13863,Rajasthan Royals,Royal Challengers Bangalore,Cape Town,131,118,1,134,9.0,6.66,0
13864,Rajasthan Royals,Royal Challengers Bangalore,Cape Town,130,117,0,134,8.0,6.67,0
14030,Delhi Capitals,Delhi Capitals,Cape Town,105,125,9,105,-0.0,5.04,0
14036,Delhi Capitals,Delhi Capitals,Cape Town,96,119,3,105,54.0,4.84,0
14037,Delhi Capitals,Delhi Capitals,Cape Town,90,119,2,105,90.0,4.54,0
14038,Delhi Capitals,Delhi Capitals,Cape Town,86,118,1,105,57.0,4.37,0
14039,Delhi Capitals,Delhi Capitals,Cape Town,85,117,0,105,40.0,4.36,0
14181,Sunrisers Hyderabad,Sunrisers Hyderabad,Cape Town,102,125,9,102,-0.0,4.9,0
14182,Sunrisers Hyderabad,Sunrisers Hyderabad,Cape Town,102,124,8,102,-0.0,4.94,0
14187,Sunrisers Hyderabad,Sunrisers Hyderabad,Cape Town,93,119,3,102,54.0,4.69,0
14188,Sunrisers Hyderabad,Sunrisers Hyderabad,Cape Town,93,118,2,102,27.0,4.73,0
14189,Sunrisers Hyderabad,Sunrisers Hyderabad,Cape Town,89,117,1,102,26.0,4.56,0
14190,Sunrisers Hyderabad,Sunrisers Hyderabad,Cape Town,89,116,0,102,19.5,4.6,0
14385,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,180,125,9,180,-0.0,8.64,0
14386,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,180,124,8,180,-0.0,8.71,0
14387,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,180,123,7,180,-0.0,8.78,0
14388,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,180,122,6,180,-0.0,8.85,0
14391,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,175,119,3,180,30.0,8.82,0
14392,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,175,118,2,180,15.0,8.9,0
14393,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,171,117,1,180,18.0,8.77,0
14394,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,167,116,0,180,19.5,8.64,0
14608,Kolkata Knight Riders,Punjab Kings,Durban,159,125,9,159,-0.0,7.63,1
14609,Kolkata Knight Riders,Punjab Kings,Durban,159,124,8,159,-0.0,7.69,1
14610,Kolkata Knight Riders,Punjab Kings,Durban,159,123,7,159,-0.0,7.76,1
14614,Kolkata Knight Riders,Punjab Kings,Durban,156,119,3,159,18.0,7.87,1
14615,Kolkata Knight Riders,Punjab Kings,Durban,155,119,2,159,24.0,7.82,1
14616,Kolkata Knight Riders,Punjab Kings,Durban,155,118,1,159,12.0,7.88,1
14617,Kolkata Knight Riders,Punjab Kings,Durban,155,117,0,159,8.0,7.95,1
14789,Royal Challengers Bangalore,Sunrisers Hyderabad,Cape Town,185,125,9,185,-0.0,8.88,0
14795,Royal Challengers Bangalore,Sunrisers Hyderabad,Cape Town,174,119,3,185,66.0,8.77,0
14796,Royal Challengers Bangalore,Sunrisers Hyderabad,Cape Town,174,118,2,185,33.0,8.85,0
14797,Royal Challengers Bangalore,Sunrisers Hyderabad,Cape Town,174,117,1,185,22.0,8.92,0
14798,Royal Challengers Bangalore,Sunrisers Hyderabad,Cape Town,173,116,0,185,18.0,8.95,0
15036,Chennai Super Kings,Delhi Capitals,Durban,190,125,9,190,-0.0,9.12,0
15042,Chennai Super Kings,Delhi Capitals,Durban,175,119,3,190,90.0,8.82,0
15043,Chennai Super Kings,Delhi Capitals,Durban,174,118,2,190,48.0,8.85,0
15044,Chennai Super Kings,Delhi Capitals,Durban,172,117,1,190,36.0,8.82,0
15045,Chennai Super Kings,Delhi Capitals,Durban,171,116,0,190,28.5,8.84,0
15287,Kolkata Knight Riders,Rajasthan Royals,Cape Town,151,125,9,151,-0.0,7.25,0
15288,Kolkata Knight Riders,Rajasthan Royals,Cape Town,151,124,8,151,-0.0,7.31,0
15293,Kolkata Knight Riders,Rajasthan Royals,Cape Town,144,119,3,151,42.0,7.26,0
15294,Kolkata Knight Riders,Rajasthan Royals,Cape Town,144,119,2,151,42.0,7.26,0
15295,Kolkata Knight Riders,Rajasthan Royals,Cape Town,144,118,1,151,21.0,7.32,0
15296,Kolkata Knight Riders,Rajasthan Royals,Cape Town,143,117,0,151,16.0,7.33,0
15557,Punjab Kings,Royal Challengers Bangalore,Durban,165,119,3,169,24.0,8.32,0
15558,Punjab Kings,Royal Challengers Bangalore,Durban,165,119,2,169,24.0,8.32,0
15559,Punjab Kings,Royal Challengers Bangalore,Durban,164,118,1,169,15.0,8.34,0
15560,Punjab Kings,Royal Challengers Bangalore,Durban,163,117,0,169,12.0,8.36,0
15795,Mumbai Indians,Sunrisers Hyderabad,Durban,169,125,9,169,-0.0,8.11,0
15801,Mumbai Indians,Sunrisers Hyderabad,Durban,166,119,3,169,18.0,8.37,0
15802,Mumbai Indians,Sunrisers Hyderabad,Durban,165,119,2,169,24.0,8.32,0
15803,Mumbai Indians,Sunrisers Hyderabad,Durban,165,118,1,169,12.0,8.39,0
15804,Mumbai Indians,Sunrisers Hyderabad,Durban,165,117,0,169,8.0,8.46,0
16054,Delhi Capitals,Royal Challengers Bangalore,Port Elizabeth,141,119,3,150,54.0,7.11,0
16055,Delhi Capitals,Royal Challengers Bangalore,Port Elizabeth,141,118,2,150,27.0,7.17,0
16056,Delhi Capitals,Royal Challengers Bangalore,Port Elizabeth,140,117,1,150,20.0,7.18,0
16057,Delhi Capitals,Royal Challengers Bangalore,Port Elizabeth,139,116,0,150,16.5,7.19,0
16302,Rajasthan Royals,Punjab Kings,Cape Town,134,119,3,140,36.0,6.76,0
16303,Rajasthan Royals,Punjab Kings,Cape Town,133,119,2,140,42.0,6.71,0
16304,Rajasthan Royals,Punjab Kings,Cape Town,133,118,1,140,21.0,6.76,0
16305,Rajasthan Royals,Punjab Kings,Cape Town,132,117,0,140,16.0,6.77,0
16548,Sunrisers Hyderabad,Chennai Super Kings,Durban,166,125,9,166,-0.0,7.97,0
16554,Sunrisers Hyderabad,Chennai Super Kings,Durban,154,119,3,166,72.0,7.76,0
16555,Sunrisers Hyderabad,Chennai Super Kings,Durban,150,118,2,166,48.0,7.63,0
16556,Sunrisers Hyderabad,Chennai Super Kings,Durban,150,117,1,166,32.0,7.69,0
16557,Sunrisers Hyderabad,Chennai Super Kings,Durban,149,116,0,166,25.5,7.71,0
16793,Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,188,125,9,188,-0.0,9.02,0
16799,Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,184,119,3,188,24.0,9.28,0
16800,Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,183,118,2,188,15.0,9.31,0
16801,Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,181,117,1,188,14.0,9.28,0
16802,Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,180,116,0,188,12.0,9.31,0
17010,Rajasthan Royals,Delhi Capitals,Centurion,144,125,9,144,-0.0,6.91,1
17016,Rajasthan Royals,Delhi Capitals,Centurion,138,119,3,144,36.0,6.96,1
17017,Rajasthan Royals,Delhi Capitals,Centurion,138,118,2,144,18.0,7.02,1
17018,Rajasthan Royals,Delhi Capitals,Centurion,138,119,1,144,36.0,6.96,1
17019,Rajasthan Royals,Delhi Capitals,Centurion,138,118,0,144,18.0,7.02,1
17257,Royal Challengers Bangalore,Kolkata Knight Riders,Durban,138,119,3,140,12.0,6.96,1
17258,Royal Challengers Bangalore,Kolkata Knight Riders,Durban,137,119,2,140,18.0,6.91,1
17259,Royal Challengers Bangalore,Kolkata Knight Riders,Durban,137,118,1,140,9.0,6.97,1
17260,Royal Challengers Bangalore,Kolkata Knight Riders,Durban,137,117,0,140,6.0,7.03,1
17508,Mumbai Indians,Punjab Kings,Durban,117,119,3,120,18.0,5.9,0
17509,Mumbai Indians,Punjab Kings,Durban,116,119,2,120,24.0,5.85,0
17510,Mumbai Indians,Punjab Kings,Durban,116,118,1,120,12.0,5.9,0
17511,Mumbai Indians,Punjab Kings,Durban,116,117,0,120,8.0,5.95,0
17753,Delhi Capitals,Sunrisers Hyderabad,Centurion,149,125,9,149,-0.0,7.15,0
17754,Delhi Capitals,Sunrisers Hyderabad,Centurion,149,124,8,149,-0.0,7.21,0
17759,Delhi Capitals,Sunrisers Hyderabad,Centurion,142,119,3,149,42.0,7.16,0
17760,Delhi Capitals,Sunrisers Hyderabad,Centurion,142,118,2,149,21.0,7.22,0
17761,Delhi Capitals,Sunrisers Hyderabad,Centurion,141,117,1,149,16.0,7.23,0
17762,Delhi Capitals,Sunrisers Hyderabad,Centurion,141,116,0,149,12.0,7.29,0
18002,Rajasthan Royals,Chennai Super Kings,Centurion,158,119,3,165,42.0,7.97,0
18003,Rajasthan Royals,Chennai Super Kings,Centurion,158,119,2,165,42.0,7.97,0
18004,Rajasthan Royals,Chennai Super Kings,Centurion,158,118,1,165,21.0,8.03,0
18005,Rajasthan Royals,Chennai Super Kings,Centurion,157,117,0,165,16.0,8.05,0
18242,Kolkata Knight Riders,Mumbai Indians,East London,149,125,9,149,-0.0,7.15,0
18243,Kolkata Knight Riders,Mumbai Indians,East London,149,124,8,149,-0.0,7.21,0
18248,Kolkata Knight Riders,Mumbai Indians,East London,147,119,3,149,12.0,7.41,0
18249,Kolkata Knight Riders,Mumbai Indians,East London,147,118,2,149,6.0,7.47,0
18250,Kolkata Knight Riders,Mumbai Indians,East London,146,117,1,149,6.0,7.49,0
18251,Kolkata Knight Riders,Mumbai Indians,East London,145,116,0,149,6.0,7.5,0
18493,Punjab Kings,Royal Challengers Bangalore,Durban,146,125,9,146,-0.0,7.01,0
18494,Punjab Kings,Royal Challengers Bangalore,Durban,146,124,8,146,-0.0,7.06,0
18499,Punjab Kings,Royal Challengers Bangalore,Durban,142,119,3,146,24.0,7.16,0
18500,Punjab Kings,Royal Challengers Bangalore,Durban,142,118,2,146,12.0,7.22,0
18501,Punjab Kings,Royal Challengers Bangalore,Durban,142,117,1,146,8.0,7.28,0
18502,Punjab Kings,Royal Challengers Bangalore,Durban,142,116,0,146,6.0,7.34,0
18740,Rajasthan Royals,Sunrisers Hyderabad,Port Elizabeth,142,125,9,142,-0.0,6.82,1
18741,Rajasthan Royals,Sunrisers Hyderabad,Port Elizabeth,142,124,8,142,-0.0,6.87,1
18746,Rajasthan Royals,Sunrisers Hyderabad,Port Elizabeth,139,119,3,142,18.0,7.01,1
18747,Rajasthan Royals,Sunrisers Hyderabad,Port Elizabeth,139,119,2,142,18.0,7.01,1
18748,Rajasthan Royals,Sunrisers Hyderabad,Port Elizabeth,139,118,1,142,9.0,7.07,1
18749,Rajasthan Royals,Sunrisers Hyderabad,Port Elizabeth,139,117,0,142,6.0,7.13,1
18987,Delhi Capitals,Chennai Super Kings,Johannesburg,164,125,9,164,-0.0,7.87,0
18988,Delhi Capitals,Chennai Super Kings,Johannesburg,164,124,8,164,-0.0,7.94,0
18993,Delhi Capitals,Chennai Super Kings,Johannesburg,159,119,3,164,30.0,8.02,0
18994,Delhi Capitals,Chennai Super Kings,Johannesburg,157,118,2,164,21.0,7.98,0
18995,Delhi Capitals,Chennai Super Kings,Johannesburg,156,117,1,164,16.0,8.0,0
18996,Delhi Capitals,Chennai Super Kings,Johannesburg,155,116,0,164,13.5,8.02,0
19231,Punjab Kings,Punjab Kings,Port Elizabeth,154,125,9,154,-0.0,7.39,0
19232,Punjab Kings,Punjab Kings,Port Elizabeth,154,124,8,154,-0.0,7.45,0
19237,Punjab Kings,Punjab Kings,Port Elizabeth,151,119,3,154,18.0,7.61,0
19238,Punjab Kings,Punjab Kings,Port Elizabeth,151,118,2,154,9.0,7.68,0
19239,Punjab Kings,Punjab Kings,Port Elizabeth,151,117,1,154,6.0,7.74,0
19240,Punjab Kings,Punjab Kings,Port Elizabeth,150,116,0,154,6.0,7.76,0
19479,Royal Challengers Bangalore,Mumbai Indians,Johannesburg,150,125,9,150,-0.0,7.2,1
19485,Royal Challengers Bangalore,Mumbai Indians,Johannesburg,141,119,3,150,54.0,7.11,1
19486,Royal Challengers Bangalore,Mumbai Indians,Johannesburg,140,119,2,150,60.0,7.06,1
19487,Royal Challengers Bangalore,Mumbai Indians,Johannesburg,136,118,1,150,42.0,6.92,1
19488,Royal Challengers Bangalore,Mumbai Indians,Johannesburg,135,117,0,150,30.0,6.92,1
19719,Sunrisers Hyderabad,Chennai Super Kings,East London,179,125,9,179,-0.0,8.59,0
19720,Sunrisers Hyderabad,Chennai Super Kings,East London,179,124,8,179,-0.0,8.66,0
19721,Sunrisers Hyderabad,Chennai Super Kings,East London,179,123,7,179,-0.0,8.73,0
19722,Sunrisers Hyderabad,Chennai Super Kings,East London,179,122,6,179,-0.0,8.8,0
19723,Sunrisers Hyderabad,Chennai Super Kings,East London,179,121,5,179,-0.0,8.88,0
19725,Sunrisers Hyderabad,Chennai Super Kings,East London,179,119,3,179,0.0,9.03,0
19726,Sunrisers Hyderabad,Chennai Super Kings,East London,178,118,2,179,3.0,9.05,0
19727,Sunrisers Hyderabad,Chennai Super Kings,East London,178,117,1,179,2.0,9.13,0
19728,Sunrisers Hyderabad,Chennai Super Kings,East London,178,116,0,179,1.5,9.21,0
19934,Punjab Kings,Punjab Kings,Durban,212,125,9,212,-0.0,10.18,0
19935,Punjab Kings,Punjab Kings,Durban,212,124,8,212,-0.0,10.26,0
19936,Punjab Kings,Punjab Kings,Durban,212,123,7,212,-0.0,10.34,0
19940,Punjab Kings,Punjab Kings,Durban,210,119,3,212,12.0,10.59,0
19941,Punjab Kings,Punjab Kings,Durban,210,118,2,212,6.0,10.68,0
19942,Punjab Kings,Punjab Kings,Durban,210,117,1,212,4.0,10.77,0
19943,Punjab Kings,Punjab Kings,Durban,209,116,0,212,4.5,10.81,0
20186,Delhi Capitals,Delhi Capitals,Durban,155,125,9,155,-0.0,7.44,0
20192,Delhi Capitals,Delhi Capitals,Durban,151,119,3,155,24.0,7.61,0
20193,Delhi Capitals,Delhi Capitals,Durban,149,118,2,155,18.0,7.58,0
20194,Delhi Capitals,Delhi Capitals,Durban,149,117,1,155,12.0,7.64,0
20195,Delhi Capitals,Delhi Capitals,Durban,148,116,0,155,10.5,7.66,0
20432,Mumbai Indians,Sunrisers Hyderabad,Centurion,139,119,3,146,42.0,7.01,0
20433,Mumbai Indians,Sunrisers Hyderabad,Centurion,139,118,2,146,21.0,7.07,0
20434,Mumbai Indians,Sunrisers Hyderabad,Centurion,139,117,1,146,14.0,7.13,0
20435,Mumbai Indians,Sunrisers Hyderabad,Centurion,139,116,0,146,10.5,7.19,0
20672,Rajasthan Royals,Royal Challengers Bangalore,Centurion,106,125,9,106,-0.0,5.09,1
20673,Rajasthan Royals,Royal Challengers Bangalore,Centurion,106,124,8,106,-0.0,5.13,1
20674,Rajasthan Royals,Royal Challengers Bangalore,Centurion,106,123,7,106,-0.0,5.17,1
20678,Rajasthan Royals,Royal Challengers Bangalore,Centurion,104,119,3,106,12.0,5.24,1
20679,Rajasthan Royals,Royal Challengers Bangalore,Centurion,104,118,2,106,6.0,5.29,1
20680,Rajasthan Royals,Royal Challengers Bangalore,Centurion,103,117,1,106,6.0,5.28,1
20681,Rajasthan Royals,Royal Challengers Bangalore,Centurion,103,116,0,106,4.5,5.33,1
20880,Punjab Kings,Chennai Super Kings,Centurion,181,119,3,186,30.0,9.13,0
20881,Punjab Kings,Chennai Super Kings,Centurion,181,118,2,186,15.0,9.2,0
20882,Punjab Kings,Chennai Super Kings,Centurion,181,117,1,186,10.0,9.28,0
20883,Punjab Kings,Chennai Super Kings,Centurion,179,116,0,186,10.5,9.26,0
21115,Delhi Capitals,Delhi Capitals,East London,117,125,9,117,-0.0,5.62,0
21116,Delhi Capitals,Delhi Capitals,East London,117,124,8,117,-0.0,5.66,0
21121,Delhi Capitals,Delhi Capitals,East London,113,119,3,117,24.0,5.7,0
21122,Delhi Capitals,Delhi Capitals,East London,109,118,2,117,24.0,5.54,0
21123,Delhi Capitals,Delhi Capitals,East London,109,119,1,117,48.0,5.5,0
21124,Delhi Capitals,Delhi Capitals,East London,108,118,0,117,27.0,5.49,0
21363,Punjab Kings,Sunrisers Hyderabad,Kimberley,161,119,3,169,48.0,8.12,0
21364,Punjab Kings,Sunrisers Hyderabad,Kimberley,157,119,2,169,72.0,7.92,0
21365,Punjab Kings,Sunrisers Hyderabad,Kimberley,153,118,1,169,48.0,7.78,0
21366,Punjab Kings,Sunrisers Hyderabad,Kimberley,153,117,0,169,32.0,7.85,0
21607,Chennai Super Kings,Rajasthan Royals,Kimberley,132,119,3,141,54.0,6.66,1
21608,Chennai Super Kings,Rajasthan Royals,Kimberley,132,118,2,141,27.0,6.71,1
21609,Chennai Super Kings,Rajasthan Royals,Kimberley,132,117,1,141,18.0,6.77,1
21610,Chennai Super Kings,Rajasthan Royals,Kimberley,132,116,0,141,13.5,6.83,1
21844,Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,158,125,9,158,-0.0,7.58,0
21850,Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,151,119,3,158,42.0,7.61,0
21851,Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,150,118,2,158,24.0,7.63,0
21852,Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,150,117,1,158,16.0,7.69,0
21853,Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,149,116,0,158,13.5,7.71,0
22104,Delhi Capitals,Delhi Capitals,Johannesburg,121,119,3,124,18.0,6.1,0
22105,Delhi Capitals,Delhi Capitals,Johannesburg,117,119,2,124,42.0,5.9,0
22106,Delhi Capitals,Delhi Capitals,Johannesburg,113,118,1,124,33.0,5.75,0
22107,Delhi Capitals,Delhi Capitals,Johannesburg,113,117,0,124,22.0,5.79,0
22327,Rajasthan Royals,Sunrisers Hyderabad,Kimberley,167,125,9,167,-0.0,8.02,0
22333,Rajasthan Royals,Sunrisers Hyderabad,Kimberley,162,119,3,167,30.0,8.17,0
22334,Rajasthan Royals,Sunrisers Hyderabad,Kimberley,162,118,2,167,15.0,8.24,0
22335,Rajasthan Royals,Sunrisers Hyderabad,Kimberley,162,117,1,167,10.0,8.31,0
22336,Rajasthan Royals,Sunrisers Hyderabad,Kimberley,159,116,0,167,12.0,8.22,0
22577,Royal Challengers Bangalore,Kolkata Knight Riders,Centurion,172,119,3,174,12.0,8.67,1
22578,Royal Challengers Bangalore,Kolkata Knight Riders,Centurion,171,119,2,174,18.0,8.62,1
22579,Royal Challengers Bangalore,Kolkata Knight Riders,Centurion,170,118,1,174,12.0,8.64,1
22580,Royal Challengers Bangalore,Kolkata Knight Riders,Centurion,170,117,0,174,8.0,8.72,1
22831,Mumbai Indians,Punjab Kings,Centurion,115,119,3,120,30.0,5.8,1
22832,Mumbai Indians,Punjab Kings,Centurion,115,119,2,120,30.0,5.8,1
22833,Mumbai Indians,Punjab Kings,Centurion,115,118,1,120,15.0,5.85,1
22834,Mumbai Indians,Punjab Kings,Centurion,115,117,0,120,10.0,5.9,1
23061,Sunrisers Hyderabad,Sunrisers Hyderabad,Durban,156,119,3,174,108.0,7.87,0
23062,Sunrisers Hyderabad,Sunrisers Hyderabad,Durban,155,118,2,174,57.0,7.88,0
23063,Sunrisers Hyderabad,Sunrisers Hyderabad,Durban,151,117,1,174,46.0,7.74,0
23064,Sunrisers Hyderabad,Sunrisers Hyderabad,Durban,151,116,0,174,34.5,7.81,0
23303,Royal Challengers Bangalore,Chennai Super Kings,Durban,124,119,3,130,36.0,6.25,1
23304,Royal Challengers Bangalore,Chennai Super Kings,Durban,123,119,2,130,42.0,6.2,1
23305,Royal Challengers Bangalore,Chennai Super Kings,Durban,122,118,1,130,24.0,6.2,1
23306,Royal Challengers Bangalore,Chennai Super Kings,Durban,122,117,0,130,16.0,6.26,1
23548,Mumbai Indians,Rajasthan Royals,Durban,137,119,3,146,54.0,6.91,0
23549,Mumbai Indians,Rajasthan Royals,Durban,137,118,2,146,27.0,6.97,0
23550,Mumbai Indians,Rajasthan Royals,Durban,137,117,1,146,18.0,7.03,0
23551,Mumbai Indians,Rajasthan Royals,Durban,137,116,0,146,13.5,7.09,0
23796,Punjab Kings,Delhi Capitals,Bloemfontein,121,125,9,121,-0.0,5.81,0
23797,Punjab Kings,Delhi Capitals,Bloemfontein,121,124,8,121,-0.0,5.85,0
23798,Punjab Kings,Delhi Capitals,Bloemfontein,121,123,7,121,-0.0,5.9,0
23802,Punjab Kings,Delhi Capitals,Bloemfontein,115,119,3,121,36.0,5.8,0
23803,Punjab Kings,Delhi Capitals,Bloemfontein,115,118,2,121,18.0,5.85,0
23804,Punjab Kings,Delhi Capitals,Bloemfontein,111,117,1,121,20.0,5.69,0
23805,Punjab Kings,Delhi Capitals,Bloemfontein,107,116,0,121,21.0,5.53,0
24040,Chennai Super Kings,Mumbai Indians,Port Elizabeth,148,125,9,148,-0.0,7.1,1
24041,Chennai Super Kings,Mumbai Indians,Port Elizabeth,148,124,8,148,-0.0,7.16,1
24042,Chennai Super Kings,Mumbai Indians,Port Elizabeth,148,123,7,148,-0.0,7.22,1
24046,Chennai Super Kings,Mumbai Indians,Port Elizabeth,144,119,3,148,24.0,7.26,1
24047,Chennai Super Kings,Mumbai Indians,Port Elizabeth,142,118,2,148,18.0,7.22,1
24048,Chennai Super Kings,Mumbai Indians,Port Elizabeth,142,117,1,148,12.0,7.28,1
24049,Chennai Super Kings,Mumbai Indians,Port Elizabeth,141,116,0,148,10.5,7.29,1
24284,Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,161,125,9,161,-0.0,7.73,0
24285,Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,161,124,8,161,-0.0,7.79,0
24290,Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,156,119,3,161,30.0,7.87,0
24291,Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,156,118,2,161,15.0,7.93,0
24292,Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,150,117,1,161,22.0,7.69,0
24293,Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,144,116,0,161,25.5,7.45,0
24534,Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,135,125,9,135,-0.0,6.48,0
24540,Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,130,119,3,135,30.0,6.55,0
24541,Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,126,118,2,135,27.0,6.41,0
24542,Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,120,117,1,135,30.0,6.15,0
24543,Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,120,116,0,135,22.5,6.21,0
24782,Rajasthan Royals,Delhi Capitals,Bloemfontein,151,125,9,151,-0.0,7.25,0
24783,Rajasthan Royals,Delhi Capitals,Bloemfontein,151,124,8,151,-0.0,7.31,0
24784,Rajasthan Royals,Delhi Capitals,Bloemfontein,151,123,7,151,-0.0,7.37,0
24785,Rajasthan Royals,Delhi Capitals,Bloemfontein,151,122,6,151,-0.0,7.43,0
24788,Rajasthan Royals,Delhi Capitals,Bloemfontein,149,119,3,151,12.0,7.51,0
24789,Rajasthan Royals,Delhi Capitals,Bloemfontein,145,119,2,151,36.0,7.31,0
24790,Rajasthan Royals,Delhi Capitals,Bloemfontein,144,118,1,151,21.0,7.32,0
24791,Rajasthan Royals,Delhi Capitals,Bloemfontein,144,117,0,151,14.0,7.38,0
25044,Kolkata Knight Riders,Chennai Super Kings,Centurion,179,119,3,189,60.0,9.03,1
25045,Kolkata Knight Riders,Chennai Super Kings,Centurion,179,118,2,189,30.0,9.1,1
25046,Kolkata Knight Riders,Chennai Super Kings,Centurion,179,117,1,189,20.0,9.18,1
25047,Kolkata Knight Riders,Chennai Super Kings,Centurion,179,116,0,189,15.0,9.26,1
25282,Royal Challengers Bangalore,Delhi Capitals,Johannesburg,135,125,9,135,-0.0,6.48,1
25283,Royal Challengers Bangalore,Delhi Capitals,Johannesburg,135,124,8,135,-0.0,6.53,1
25288,Royal Challengers Bangalore,Delhi Capitals,Johannesburg,133,119,3,135,12.0,6.71,1
25289,Royal Challengers Bangalore,Delhi Capitals,Johannesburg,133,118,2,135,6.0,6.76,1
25290,Royal Challengers Bangalore,Delhi Capitals,Johannesburg,133,117,1,135,4.0,6.82,1
25291,Royal Challengers Bangalore,Delhi Capitals,Johannesburg,133,116,0,135,3.0,6.88,1
25527,Kolkata Knight Riders,Rajasthan Royals,Durban,93,119,3,102,54.0,4.69,1
25528,Kolkata Knight Riders,Rajasthan Royals,Durban,93,118,2,102,27.0,4.73,1
25529,Kolkata Knight Riders,Rajasthan Royals,Durban,93,117,1,102,18.0,4.77,1
25530,Kolkata Knight Riders,Rajasthan Royals,Durban,93,116,0,102,13.5,4.81,1
25762,Punjab Kings,Chennai Super Kings,Durban,117,125,9,117,-0.0,5.62,0
25763,Punjab Kings,Chennai Super Kings,Durban,117,124,8,117,-0.0,5.66,0
25768,Punjab Kings,Chennai Super Kings,Durban,113,119,3,117,24.0,5.7,0
25769,Punjab Kings,Chennai Super Kings,Durban,112,118,2,117,15.0,5.69,0
25770,Punjab Kings,Chennai Super Kings,Durban,112,117,1,117,10.0,5.74,0
25771,Punjab Kings,Chennai Super Kings,Durban,112,116,0,117,7.5,5.79,0
26022,Delhi Capitals,Delhi Capitals,Centurion,157,119,3,166,54.0,7.92,0
